date,consignor_name,origin_country,commodity_code,description,customs_value_dkk,customs_duty,invoice_currency,net_mass,border_mot,inland_mot,cpc,duty_regime_code,shipments
2025-07-02,Intex Development Company Ltd,CN,9404909000,Duvet 200g HIMMELBJERG,113644.88,4204.86,DKK,959.9,1,3,4000000,100,1
2025-01-09,Unique Furniture A/S,CN,3926909290,Air bed VELOUR DURABEAM,68589.78,4458.34,EUR,1450.0,1,2,4000000,100,1
2025-12-01,2-Connect ApS,CN,6302310000,Bed linen NEXO 60x63cm,7121.89,854.63,USD,63.3,3,3,4000000,100,1
2025-11-25,Multi Lines International Co. Ltd.,VN,9404219000,Mattress GULDAGER,17753.3,656.87,NOK,169.9,1,3,4000000,100,1
2025-11-21,Zolo,IL,7013990090,Glass vase ROMO grå,354884.39,39037.28,NOK,3632.5,4,3,4000000,100,1
2025-10-10,Actona Company A/S,CN,6302310000,Bed linen NEXO,48105.76,5772.69,DKK,937.7,1,2,4000000,100,1
2025-10-04,Trade Point A/S,MY,6303929090,Curtain SILKEBORG grå,219234.52,26308.14,EUR,2437.9,3,2,4000000,100,1
2025-03-19,Zolo,UA,6303929090,Curtain SILKEBORG,32607.17,3912.86,USD,369.0,4,2,4000000,100,1
2025-03-04,Unique Furniture A/S,CN,9404219000,Mattress GULDAGER,18848.58,697.4,DKK,287.1,1,3,4000000,100,1
2025-04-18,Actona Company A/S,CN,6303929090,Curtain SILKEBORG (B-kval.),56701.72,0.0,DKK,665.2,4,4,4000000,300,1
2025-03-23,Unique Furniture A/S,CN,9401710000,Dining chair JONSTRUP,11246.58,0.0,NOK,97.1,1,3,4000000,100,1
2025-02-08,Trade Point A/S,PK,6302310000,Bed linen NEXO,37691.76,0.0,DKK,325.4,1,3,4000000,300,1
2025-12-18,"LetRight Industrial Corp., LTD",TR,9401710000,Dining chair JONSTRUP,134360.05,0.0,EUR,2323.1,4,3,4000000,100,1
2025-09-06,Trade Point A/S,CN,6303929090,Curtain SILKEBORG,153276.97,0.0,DKK,1972.8,1,3,4000000,300,1
2025-11-27,Actona Company A/S,CN,9403208000,Lounge set FJELLERUP,18896.6,0.0,DKK,158.7,4,3,4000000,100,1
2025-08-18,2-Connect ApS,CN,9404219000,Mattress GULDAGER,51779.16,1915.83,NOK,566.9,1,3,4000000,100,1
2025-02-10,Zolo,CN,9404909000,Duvet 200g HIMMELBJERG,66909.36,2475.65,NOK,615.8,3,3,4000000,100,1
2025-03-24,Multi Lines International Co. Ltd.,CN,6301401000,Blanket SKAGEN,7937.17,952.46,EUR,120.3,1,3,4071000,100,1
2025-03-03,JYSK A/S,CN,6301401000,Blanket SKAGEN,68760.46,0.0,DKK,609.4,1,3,4000000,300,1
2025-03-03,Intex Development Company Ltd,VN,9401790000,Recliner chair STOUBY,32354.85,0.0,USD,340.3,1,3,4071000,100,1
2025-03-03,"LetRight Industrial Corp., LTD",CN,9404219000,Pillow KRONBORG,98642.29,3649.76,USD,1558.0,3,3,4000000,100,1
2025-03-15,2-Connect ApS,CN,9404909000,Duvet 200g HIMMELBJERG,14486.56,536.0,EUR,251.2,3,2,4000000,100,1
2025-03-01,Unique Furniture A/S,CN,9403208000,Lounge set FJELLERUP,1333.4,0.0,NOK,23.8,1,3,4000000,100,1
2025-02-02,Intex Development Company Ltd,CN,9403208000,Lounge set FJELLERUP,225592.14,0.0,EUR,5129.0,1,3,4000000,100,1
2025-05-04,SourceByNet Pte. Ltd.,CN,6302310000,Duvet 200g HIMMELBJERG W152xL203,1466.97,176.04,DKK,18.7,1,3,4071000,100,1
2025-05-07,"Healthcare Co., LTD",CN,9404909000,Duvet 200g HIMMELBJERG,24709.79,914.26,DKK,499.3,1,3,4000000,100,1
2025-09-05,Zolo,CN,6303929090,Curtain SILKEBORG,11623.06,1394.77,EUR,244.8,1,3,4000000,100,1
2025-04-10,SourceByNet Pte. Ltd.,PK,6301401000,Blanket SKAGEN sort,6271.25,752.55,DKK,69.6,3,3,4000000,100,1
2025-09-08,Trade Point A/S,CN,9404219000,Mattress GULDAGER,5785.25,214.05,EUR,94.6,1,3,4000000,100,1
2025-10-02,Schou,CN,6301901000,Blanket SKAGEN,30620.16,3674.42,DKK,536.9,1,3,4000000,100,1
2025-02-03,Zolo,CN,6302310000,Bed linen NEXO,5571.29,668.55,DKK,83.8,1,2,4000000,100,1
2025-06-16,Zolo,CN,9401610000,Lounge set VONGE grå,577803.31,0.0,NOK,6454.0,3,3,4000000,100,1
2025-11-19,Zolo,EG,9404219000,Mattress GULDAGER sort,34813.04,1288.08,NOK,358.3,4,4,4000000,100,1
2025-05-20,2-Connect ApS,CN,7013990090,Glass vase ROMO,15669.34,0.0,EUR,202.4,3,3,4000000,300,1
2025-08-12,Zolo,CN,6301401000,Blanket SKAGEN,66335.72,7960.29,DKK,687.9,4,3,4071000,100,1
2025-07-12,"LetRight Industrial Corp., LTD",CN,6303929090,Curtain SILKEBORG W152xL203,211664.27,25399.71,DKK,3745.9,3,3,4000000,100,1
2025-02-26,"LetRight Industrial Corp., LTD",CN,6301401000,Blanket SKAGEN,34942.2,4193.06,EUR,347.3,1,3,4000000,100,1
2025-09-23,Multi Lines International Co. Ltd.,PK,3926909290,Air bed VELOUR DURABEAM,36241.51,2355.7,DKK,378.4,4,3,4071000,100,1
2025-11-21,ScanCom International A/S,CN,9404219000,Pillow KRONBORG,23329.49,863.19,USD,515.9,1,2,4000000,100,1
2025-10-02,2-Connect ApS,IN,9404909000,Duvet 200g HIMMELBJERG 60x63cm,291164.03,0.0,EUR,2531.9,4,3,4000000,300,1
2025-01-07,"Healthcare Co., LTD",CN,7013990090,Glass vase ROMO (B-kval.),10321.41,1135.36,EUR,114.9,1,3,4000000,100,1
2025-01-13,2-Connect ApS,CN,7013990090,Glass vase ROMO,16136.0,1774.96,DKK,343.3,1,3,4000000,100,1
2025-03-19,"Healthcare Co., LTD",IN,9401300000,Office chair GUDHJEM,27466.1,0.0,DKK,233.1,4,3,4000000,100,1
2025-02-04,2-Connect ApS,VN,9403601000,Bookshelf TAMBOHUSE,93465.45,0.0,EUR,996.5,1,3,4000000,100,1
2025-10-07,ScanCom International A/S,CN,9403601000,Bookshelf TAMBOHUSE 60x63cm,8133.21,0.0,USD,179.8,1,3,4000000,100,1
2025-01-15,Multi Lines International Co. Ltd.,PK,9404909000,Duvet 200g HIMMELBJERG,21545.71,797.19,NOK,519.2,4,3,4000000,100,1
2025-05-17,"LetRight Industrial Corp., LTD",CN,3926909290,Air bed VELOUR DURABEAM,18575.92,1207.43,DKK,235.9,4,3,4000000,100,1
2025-08-15,Trade Point A/S,PK,6303929090,Curtain SILKEBORG (B-kval.),35852.97,4302.36,NOK,441.6,1,3,4000000,100,1
2025-02-17,SourceByNet Pte. Ltd.,CN,9401300000,Office chair GUDHJEM (B-kval.),63187.62,0.0,USD,1530.5,1,3,4000000,100,1
2025-07-12,Schou,IN,9404219000,Mattress GULDAGER,34048.22,1259.78,DKK,364.4,4,3,4000000,100,1
2025-04-25,"Healthcare Co., LTD",UA,3926909290,Air bed VELOUR DURABEAM grå,25256.66,1641.68,DKK,601.9,1,3,4000000,100,1
2025-01-08,"Healthcare Co., LTD",IL,6302310000,Bed linen NEXO W152xL203,4390.14,526.82,USD,69.6,4,3,4000000,100,1
2025-11-27,Actona Company A/S,TR,9404909000,Duvet 200g HIMMELBJERG grå,22046.56,815.72,NOK,383.0,1,3,4000000,100,1
2025-03-06,Multi Lines International Co. Ltd.,VN,9404219000,Pillow KRONBORG,30926.86,1144.29,EUR,296.0,4,3,4000000,100,1
2025-11-07,Intex Development Company Ltd,VN,9404219000,Mattress GULDAGER,16938.78,626.73,EUR,155.9,1,3,4000000,100,1
2025-06-10,Actona Company A/S,CN,9401300000,Office chair GUDHJEM,82358.36,0.0,DKK,1760.7,4,4,4000000,300,1
2025-04-10,Schou,CN,9401710000,Dining chair JONSTRUP,63109.48,0.0,USD,574.8,1,3,4000000,100,1
2025-04-14,Intex Development Company Ltd,CN,3926909290,Air bed VELOUR DURABEAM grå,24327.04,1581.26,DKK,359.9,1,3,4000000,100,1
2025-05-25,Intex Development Company Ltd,CN,9403601000,Bookshelf TAMBOHUSE,173448.07,0.0,USD,3922.4,1,3,4071000,300,1
2025-05-24,Schou,CN,9403208000,Lounge set FJELLERUP 60x63cm,237290.81,0.0,EUR,3843.5,1,3,4071000,100,1
2025-11-02,X-Mile ApS,IN,6301401000,Blanket SKAGEN,28011.12,3361.33,EUR,291.1,1,3,4000000,100,1
2025-10-09,Zolo,VN,9404219000,Mattress GULDAGER,19474.86,720.57,DKK,314.8,3,3,4000000,100,1
2025-10-15,"Healthcare Co., LTD",PK,9403601000,Bookshelf TAMBOHUSE,37165.88,0.0,EUR,424.9,1,3,4071000,100,1
2025-01-06,SourceByNet Pte. Ltd.,IL,9404219000,Mattress GULDAGER,11557.85,427.64,USD,231.4,1,3,4071000,100,1
2025-11-28,Intex Development Company Ltd,CN,9403601000,Bookshelf TAMBOHUSE,241469.47,0.0,EUR,3158.6,4,3,4000000,100,1
2025-12-26,Unique Furniture A/S,PK,6303929090,Curtain SILKEBORG,379650.54,45558.06,DKK,7107.5,4,3,4000000,100,1
2025-06-24,"Healthcare Co., LTD",CN,9404219000,Pillow KRONBORG,119985.08,4439.45,NOK,1747.8,3,2,4071000,100,1
2025-02-27,Zolo,CN,3926909290,Air bed VELOUR DURABEAM,30321.76,1970.91,USD,317.2,1,3,4000000,100,1
2025-08-20,ScanCom International A/S,CN,6303929090,Curtain SILKEBORG,56425.0,6771.0,NOK,873.6,1,4,4000000,100,1
2025-12-19,X-Mile ApS,TR,9401300000,Office chair GUDHJEM,13685.83,0.0,DKK,167.8,3,3,4000000,100,1
2025-06-11,JYSK A/S,CN,9401610000,Lounge set VONGE,321615.12,0.0,NOK,4913.0,3,3,4000000,100,1
2025-06-28,2-Connect ApS,VN,9404219000,Mattress GULDAGER W152xL203,104075.81,3850.8,DKK,1088.1,1,3,4000000,100,1
2025-11-13,JYSK A/S,CN,9404219000,Mattress GULDAGER,9304.22,344.26,DKK,116.6,1,3,4000000,100,1
2025-12-03,Trade Point A/S,CN,9401300000,Office chair GUDHJEM,30447.01,0.0,EUR,347.4,1,3,4000000,100,1
2025-05-13,Actona Company A/S,CN,9401300000,Office chair GUDHJEM,41370.97,0.0,USD,477.3,3,3,4000000,300,1
2025-06-24,JYSK A/S,VN,9403601000,Bookshelf TAMBOHUSE (B-kval.),39458.28,0.0,NOK,448.2,1,2,4000000,100,1
2025-12-28,Intex Development Company Ltd,VN,6301401000,Blanket SKAGEN 60x63cm,66663.52,0.0,DKK,689.6,4,3,4000000,300,1
2025-04-02,"LetRight Industrial Corp., LTD",CN,9401300000,Office chair GUDHJEM,6512.33,0.0,EUR,76.5,4,3,4000000,100,1
2025-02-23,SourceByNet Pte. Ltd.,PK,9401300000,Office chair GUDHJEM,155878.27,0.0,USD,2362.6,3,3,4000000,100,1
2025-06-03,"Healthcare Co., LTD",PK,6303929090,Curtain SILKEBORG,108373.75,0.0,NOK,2292.7,1,3,4000000,300,1
2025-06-01,JYSK A/S,CN,6303929090,Curtain SILKEBORG,9843.59,0.0,DKK,99.2,1,3,4071000,300,1
2025-06-17,JYSK A/S,CN,6302310000,Bed linen NEXO,51273.28,6152.79,DKK,1268.2,1,3,4000000,100,1
2025-03-03,Multi Lines International Co. Ltd.,BD,6302310000,Bed linen NEXO,83125.25,9975.03,USD,758.1,1,3,4000000,100,1
2025-08-05,JYSK A/S,CN,3926909290,Air bed VELOUR DURABEAM 60x63cm,29654.57,1927.55,DKK,285.8,1,3,4071000,100,1
2025-11-05,Schou,EG,9404219000,Mattress GULDAGER,60116.22,0.0,DKK,587.6,3,3,4000000,300,1
2025-09-04,Intex Development Company Ltd,CN,9401610000,Lounge set VONGE,7833.71,0.0,USD,185.3,3,3,4000000,100,1
2025-05-15,Unique Furniture A/S,ID,9404909000,Duvet 200g HIMMELBJERG,112211.0,4151.81,USD,981.2,1,3,4071000,100,1
2025-01-18,2-Connect ApS,MA,9403601000,Bookshelf TAMBOHUSE,121435.01,0.0,EUR,2322.8,3,3,4071000,100,1
2025-03-01,"Healthcare Co., LTD",CN,6301401000,Blanket SKAGEN,16202.55,1944.31,DKK,162.3,3,4,4000000,100,1
2025-03-16,X-Mile ApS,CN,7013990090,Glass vase ROMO,200623.5,22068.58,EUR,2849.0,1,3,4000000,100,1
2025-12-10,Intex Development Company Ltd,CN,3926909290,Air bed VELOUR DURABEAM,121464.36,7895.18,DKK,1672.1,1,3,4071000,100,1
2025-08-23,Trade Point A/S,BD,9403601000,Bookshelf TAMBOHUSE,80491.51,0.0,DKK,863.0,1,3,4000000,100,1
2025-06-27,Multi Lines International Co. Ltd.,IN,6302310000,Bed linen NEXO 60x63cm,197073.83,23648.86,NOK,2864.3,1,3,4000000,100,1
2025-10-04,X-Mile ApS,CN,9401610000,Lounge set VONGE,18180.82,0.0,EUR,417.9,1,2,4000000,300,1
2025-11-18,Multi Lines International Co. Ltd.,CN,9404219000,Pillow KRONBORG,16220.59,0.0,NOK,153.8,3,3,4000000,300,1
2025-09-04,Intex Development Company Ltd,CN,9401710000,Dining chair JONSTRUP,24777.2,0.0,NOK,542.6,1,3,4071000,300,1
2025-04-12,JYSK A/S,IN,9404219000,Pillow KRONBORG,3588.47,132.77,EUR,63.5,4,3,4000000,100,1
2025-04-01,SourceByNet Pte. Ltd.,PK,9404909000,Duvet 200g HIMMELBJERG,8204.75,303.58,NOK,196.3,4,3,4000000,100,1
2025-11-22,Zolo,IN,6303929090,Curtain SILKEBORG,121903.98,14628.48,DKK,1980.8,1,3,4000000,100,1
2025-08-23,Unique Furniture A/S,IN,9403601000,Bookshelf TAMBOHUSE,19274.55,0.0,EUR,196.2,3,3,4000000,100,1
2025-06-04,Zolo,VN,9404909000,Duvet 200g HIMMELBJERG,3936.28,0.0,USD,96.2,1,3,4000000,300,1
2025-10-10,"LetRight Industrial Corp., LTD",TR,9401710000,Dining chair JONSTRUP,5742.48,0.0,DKK,121.1,3,3,4000000,100,1
2025-09-16,X-Mile ApS,IN,3926909290,Air bed VELOUR DURABEAM sort,74002.61,4810.17,DKK,761.1,4,3,4000000,100,1
2025-01-05,Actona Company A/S,CN,9401790000,Recliner chair STOUBY (B-kval.),79229.83,0.0,NOK,1905.0,3,3,4000000,300,1
2025-01-17,X-Mile ApS,VN,9404219000,Pillow KRONBORG,10854.3,401.61,DKK,131.8,3,3,4000000,100,1
2025-07-12,SourceByNet Pte. Ltd.,CN,7013990090,Glass vase ROMO 60x63cm,38353.74,4218.91,DKK,575.6,1,3,4000000,100,1
2025-05-19,Unique Furniture A/S,IN,6301401000,Blanket SKAGEN,27089.85,3250.78,EUR,237.6,3,4,4071000,100,1
2025-10-13,X-Mile ApS,CN,6303929090,Curtain SILKEBORG,22042.55,2645.11,DKK,280.8,1,3,4000000,100,1
2025-04-08,SourceByNet Pte. Ltd.,PK,6301401000,Blanket SKAGEN,94865.02,11383.8,USD,1075.8,3,3,4000000,100,1
2025-11-26,Trade Point A/S,CN,9401790000,Recliner chair STOUBY,3371.57,0.0,USD,34.2,3,3,4000000,100,1
2025-02-20,Zolo,VN,9401610000,Lounge set VONGE,23645.35,0.0,DKK,380.3,1,3,4071000,100,1
2025-05-18,"Healthcare Co., LTD",CN,9404219000,Pillow KRONBORG W152xL203,23647.25,874.95,NOK,275.1,1,3,4000000,100,1
2025-05-07,"LetRight Industrial Corp., LTD",CN,9404219000,Mattress GULDAGER,4961.23,183.57,EUR,60.0,1,2,4000000,100,1
2025-08-01,Schou,MY,3926909290,Air bed VELOUR DURABEAM,72658.6,4722.81,DKK,815.1,1,3,4000000,100,1
2025-10-05,Zolo,CN,9404219000,Mattress GULDAGER,13661.94,505.49,USD,195.2,1,3,4000000,100,1
2025-06-14,"Healthcare Co., LTD",MY,9401300000,Office chair GUDHJEM,8536.13,0.0,USD,153.4,1,3,4071000,100,1
2025-02-15,2-Connect ApS,CN,9403601000,Bookshelf TAMBOHUSE,16001.63,0.0,DKK,174.9,3,3,4071000,300,1
2025-12-26,Multi Lines International Co. Ltd.,VN,9401790000,Recliner chair STOUBY,44073.69,0.0,DKK,573.1,3,3,4000000,100,1
2025-07-07,ScanCom International A/S,ID,6302310000,Bed linen NEXO 60x63cm,323131.06,0.0,DKK,2697.8,1,3,4000000,300,1
2025-09-06,ScanCom International A/S,CN,7013990090,Glass vase ROMO,17314.14,1904.56,NOK,210.5,1,3,4071000,100,1
2025-06-16,"LetRight Industrial Corp., LTD",CN,7013990090,Glass vase ROMO,64308.27,7073.91,NOK,773.1,3,3,4000000,100,1
2025-02-11,Trade Point A/S,CN,9404219000,Mattress GULDAGER,16327.47,604.12,DKK,141.6,4,3,4000000,100,1
2025-09-11,"Healthcare Co., LTD",CN,9401610000,Lounge set VONGE grå,46773.01,0.0,EUR,1015.0,1,3,4000000,100,1
2025-05-17,"LetRight Industrial Corp., LTD",CN,9401300000,Office chair GUDHJEM,897432.23,0.0,DKK,11943.5,3,3,4000000,100,1
2025-05-03,Intex Development Company Ltd,CN,9404909000,Duvet 200g HIMMELBJERG sort,587177.85,21725.58,EUR,7578.6,3,3,4071000,100,1
2025-09-27,"LetRight Industrial Corp., LTD",ID,9404219000,Pillow KRONBORG,80075.18,0.0,DKK,900.0,1,3,4000000,300,1
2025-08-10,ScanCom International A/S,TR,9404219000,Mattress GULDAGER,13531.7,500.67,EUR,149.7,1,3,4071000,100,1
2025-08-11,Multi Lines International Co. Ltd.,VN,9401300000,Office chair GUDHJEM,25792.0,0.0,DKK,424.5,4,3,4000000,100,1
2025-09-21,ScanCom International A/S,CN,6302310000,Bed linen NEXO,35760.35,4291.24,NOK,513.7,4,3,4000000,100,1
2025-05-15,2-Connect ApS,VN,6303929090,Curtain SILKEBORG,44793.52,0.0,DKK,419.2,3,3,4000000,300,1
2025-07-16,Schou,CN,3926909290,Air bed VELOUR DURABEAM,626389.44,40715.31,EUR,10214.4,1,3,4000000,100,1
2025-07-12,"LetRight Industrial Corp., LTD",CN,9401300000,Office chair GUDHJEM,19542.1,0.0,DKK,232.7,4,3,4000000,100,1
2025-10-16,Multi Lines International Co. Ltd.,CN,6303929090,Curtain SILKEBORG,29309.06,3517.09,EUR,255.1,1,3,4071000,100,1
2025-08-17,Schou,IN,9401790000,Recliner chair STOUBY,158077.4,0.0,NOK,2960.2,1,3,4000000,300,1
2025-05-10,ScanCom International A/S,CN,9401710000,Recliner chair STOUBY,53136.91,0.0,DKK,929.2,1,3,4000000,300,1
2025-12-04,Unique Furniture A/S,CN,9403208000,Lounge set FJELLERUP,9718.12,0.0,DKK,95.9,1,3,4000000,300,1
2025-11-19,SourceByNet Pte. Ltd.,PK,9401790000,Recliner chair STOUBY,37803.49,0.0,EUR,496.1,1,3,4000000,300,1
2025-01-02,2-Connect ApS,IN,9401300000,Office chair GUDHJEM,81035.04,0.0,EUR,983.5,1,3,4000000,100,1
2025-03-20,Zolo,CN,3926909290,Air bed VELOUR DURABEAM W152xL203,189912.48,12344.31,DKK,4744.2,1,3,4000000,100,1
2025-05-07,Unique Furniture A/S,CN,9401300000,Office chair GUDHJEM,109950.54,0.0,EUR,1019.7,4,3,4000000,300,1
2025-06-02,SourceByNet Pte. Ltd.,PK,9403208000,Lounge set FJELLERUP,7957.8,0.0,DKK,68.5,3,3,4000000,100,1
2025-01-09,Schou,CN,9401710000,Dining chair JONSTRUP,2252.24,0.0,DKK,24.6,3,3,4000000,100,1
2025-03-12,Actona Company A/S,CN,9404909000,Duvet 200g HIMMELBJERG,206315.96,7633.69,EUR,2442.9,3,3,4000000,100,1
2025-08-15,JYSK A/S,IN,9404219000,Mattress GULDAGER,98254.06,3635.4,DKK,908.8,4,3,4000000,100,1
2025-04-19,Schou,VN,6301401000,Blanket SKAGEN,22405.49,2688.66,DKK,308.2,1,3,4000000,100,1
2025-02-02,Actona Company A/S,CN,9404909000,Duvet 200g HIMMELBJERG,150315.76,5561.68,DKK,1491.4,3,3,4000000,100,1
2025-02-10,Schou,CN,9401610000,Lounge set VONGE,8086.91,0.0,DKK,121.3,4,3,4000000,100,1
2025-08-24,Intex Development Company Ltd,CN,9404219000,Pillow KRONBORG,35429.94,1310.91,NOK,318.4,1,3,4000000,100,1
2025-08-03,Multi Lines International Co. Ltd.,CN,7013990090,Glass vase ROMO (B-kval.),76729.63,8440.26,USD,1197.7,1,3,4000000,100,1
2025-02-06,Unique Furniture A/S,IN,9404219000,Mattress GULDAGER,17801.19,658.64,DKK,189.3,3,3,4000000,100,1
2025-04-01,Intex Development Company Ltd,CN,9401790000,Recliner chair STOUBY,38519.36,0.0,DKK,321.4,1,3,4000000,100,1
2025-10-26,Zolo,CN,9401610000,Lounge set VONGE,78576.35,0.0,DKK,853.0,4,3,4000000,100,1
2025-12-22,"Healthcare Co., LTD",VN,7013990090,Glass vase ROMO,147941.24,16273.54,EUR,2357.1,1,3,4000000,100,1
2025-02-20,"Healthcare Co., LTD",CN,6302310000,Bed linen NEXO,148626.88,17835.23,EUR,1542.3,3,3,4000000,100,1
2025-05-06,X-Mile ApS,CN,6302310000,Bed linen NEXO,611232.88,73347.95,EUR,11651.6,3,2,4000000,100,1
2025-06-19,Intex Development Company Ltd,CN,6301401000,Blanket SKAGEN 60x63cm,146558.43,17587.01,DKK,2094.1,3,3,4000000,100,1
2025-04-14,"LetRight Industrial Corp., LTD",MA,6303929090,Curtain SILKEBORG (B-kval.),16098.02,0.0,EUR,151.7,1,3,4000000,300,1
2025-03-28,Multi Lines International Co. Ltd.,CN,9404219000,Mattress GULDAGER,150636.52,5573.55,NOK,2084.3,1,3,4071000,100,1
2025-03-10,Multi Lines International Co. Ltd.,ID,3926909290,Air bed VELOUR DURABEAM,231365.77,0.0,DKK,2069.0,3,3,4000000,300,1
2025-11-10,ScanCom International A/S,CN,3926909290,Air bed VELOUR DURABEAM W152xL203,258832.53,16824.11,EUR,4700.6,1,3,4000000,100,1
2025-06-20,"Healthcare Co., LTD",CN,9401710000,Recliner chair STOUBY (B-kval.),46895.05,0.0,USD,1104.3,1,3,4000000,100,1
2025-11-20,SourceByNet Pte. Ltd.,CN,9404219000,Pillow KRONBORG W152xL203,25380.58,939.08,DKK,294.4,3,3,4000000,100,1
2025-04-25,2-Connect ApS,ID,6302310000,Bed linen NEXO 60x63cm,7219.27,866.31,DKK,149.4,1,3,4000000,100,1
2025-11-16,Multi Lines International Co. Ltd.,PK,9401710000,Dining chair JONSTRUP,84538.02,0.0,DKK,1045.9,3,3,4000000,100,1
2025-12-28,Unique Furniture A/S,IN,9401710000,Dining chair JONSTRUP,295880.39,0.0,DKK,3771.7,1,3,4071000,100,1
2025-11-07,"Healthcare Co., LTD",CN,9404909000,Duvet 200g HIMMELBJERG,14231.15,526.55,DKK,121.6,3,3,4000000,100,1
2025-05-04,Actona Company A/S,CN,9401300000,Office chair GUDHJEM,26134.12,0.0,DKK,219.2,4,3,4000000,100,1
2025-02-05,Actona Company A/S,CN,9401790000,Recliner chair STOUBY,16037.55,0.0,EUR,209.0,1,3,4000000,100,1
2025-11-02,Unique Furniture A/S,VN,9401710000,Dining chair JONSTRUP W152xL203,21551.74,0.0,USD,525.7,1,3,4000000,100,1
2025-06-03,Intex Development Company Ltd,CN,9404219000,Pillow KRONBORG,91969.62,0.0,DKK,802.1,1,3,4000000,300,1
2025-01-21,SourceByNet Pte. Ltd.,CN,6301401000,Blanket SKAGEN W152xL203,25009.64,3001.16,DKK,282.2,4,3,4000000,100,1
2025-07-07,Multi Lines International Co. Ltd.,VN,9404909000,Duvet 200g HIMMELBJERG,12332.69,456.31,NOK,146.7,1,3,4071000,100,1
2025-08-13,"LetRight Industrial Corp., LTD",IN,9403208000,Lounge set FJELLERUP grå,4510.6,0.0,EUR,46.6,1,3,4000000,100,1
2025-09-04,JYSK A/S,CN,7013990090,Glass vase ROMO,17515.09,1926.66,DKK,171.9,1,3,4071000,100,1
2025-09-09,Actona Company A/S,CN,7013990090,Glass vase ROMO,122773.1,13505.04,USD,1077.6,1,3,4000000,100,1
2025-03-04,Unique Furniture A/S,CN,9401610000,Lounge set VONGE,84645.22,0.0,EUR,713.7,1,3,4000000,100,1
2025-09-20,Trade Point A/S,EG,9401710000,Dining chair JONSTRUP,35095.03,0.0,EUR,728.7,3,3,4071000,100,1
2025-09-16,ScanCom International A/S,BD,7013990090,Glass vase ROMO,5205.59,572.61,DKK,47.0,3,3,4000000,100,1
2025-06-08,ScanCom International A/S,CN,7013990090,Glass vase ROMO,47536.22,5228.98,EUR,528.3,3,3,4000000,100,1
2025-06-10,2-Connect ApS,VN,6302310000,Bed linen NEXO,10038.8,0.0,USD,124.5,1,3,4000000,300,1
2025-09-06,X-Mile ApS,CN,9401710000,Dining chair JONSTRUP,94281.83,0.0,DKK,798.6,3,3,4000000,100,1
2025-08-08,JYSK A/S,IN,7013990090,Glass vase ROMO,41810.41,4599.15,DKK,532.0,4,3,4000000,100,1
2025-10-13,SourceByNet Pte. Ltd.,VN,9403208000,Lounge set FJELLERUP,61817.94,0.0,DKK,990.3,3,3,4000000,300,1
2025-09-01,ScanCom International A/S,CN,3926909290,Air bed VELOUR DURABEAM 60x63cm,23374.44,1519.34,DKK,527.9,3,3,4000000,100,1
2025-02-01,ScanCom International A/S,CN,9404219000,Pillow KRONBORG sort,26989.53,998.61,NOK,427.7,1,3,4000000,100,1
2025-12-04,Intex Development Company Ltd,CN,9404219000,Pillow KRONBORG W152xL203,88483.88,3273.9,USD,742.5,1,3,4071000,100,1
2025-06-16,SourceByNet Pte. Ltd.,CN,9403208000,Lounge set FJELLERUP 60x63cm,13203.83,0.0,DKK,132.4,3,2,4000000,300,1
2025-02-16,X-Mile ApS,VN,3926909290,Air bed VELOUR DURABEAM,18223.63,0.0,DKK,302.4,1,3,4000000,300,1
2025-12-08,Intex Development Company Ltd,IN,9404219000,Mattress GULDAGER,29253.68,1082.39,DKK,357.7,1,4,4000000,100,1
2025-11-17,2-Connect ApS,CN,9403208000,Lounge set FJELLERUP,37410.37,0.0,USD,448.9,4,2,4071000,100,1
2025-11-18,ScanCom International A/S,PK,9404219000,Pillow KRONBORG,37591.42,1390.88,DKK,372.7,1,3,4000000,100,1
2025-12-22,"LetRight Industrial Corp., LTD",CN,9404909000,Duvet 200g HIMMELBJERG,14656.04,542.27,EUR,145.7,3,2,4000000,100,1
2025-07-22,Schou,MA,6302310000,Bed linen NEXO W152xL203,38236.78,4588.41,DKK,906.6,3,2,4071000,100,1
2025-12-13,JYSK A/S,CN,9401710000,Dining chair JONSTRUP,105487.16,0.0,EUR,954.9,4,3,4000000,100,1
2025-10-11,JYSK A/S,CN,9404909000,Air bed VELOUR DURABEAM,8269.78,305.98,NOK,152.9,4,3,4000000,100,1
2025-07-06,X-Mile ApS,VN,9404219000,Mattress GULDAGER,36730.57,1359.03,EUR,397.6,1,3,4000000,100,1
2025-11-21,Intex Development Company Ltd,CN,7013990090,Glass vase ROMO,85190.96,0.0,EUR,917.3,4,3,4000000,300,1
2025-05-28,Multi Lines International Co. Ltd.,VN,9403601000,Bookshelf TAMBOHUSE W152xL203,34115.63,0.0,USD,331.0,1,3,4000000,100,1
2025-11-14,JYSK A/S,CN,3926909290,Air bed VELOUR DURABEAM,41635.18,2706.29,DKK,460.1,1,3,4000000,100,1
2025-07-21,"Healthcare Co., LTD",CN,9403208000,Lounge set FJELLERUP,125095.71,0.0,EUR,1128.6,4,3,4000000,100,1
2025-09-02,2-Connect ApS,UA,6301401000,Blanket SKAGEN 60x63cm,184056.45,22086.77,USD,1685.4,4,3,4000000,100,1
2025-03-01,JYSK A/S,VN,3926909290,Air bed VELOUR DURABEAM,19169.22,1246.0,EUR,189.4,1,3,4000000,100,1
