hs_code,description,mfn_rate
8414593530,"Elektrisk ventilator til afkøling af højspændingsbatteriet i en hybridpersonbil, med:

-en styreenhed

-MOSFET-vekselretter

-en spænding på 9 V og derover, men ikke over 16 V

-en omgivende temperatur på -40 °C eller derover, men ikke over 80 °C
til brug ved fremstilling af hybridpersonbiler",0.023
8414593540,"Elektrisk blæser til køling af batterimodulet:

-med en driftsspænding på 9 V jævnstrøm eller derover, men højst 16 V jævnstrøm

-med elektrisk centrifugalventilator

-med en konnektor

-med en ramme af plast

-med eller uden styreenhed til ventilatorens elektriske motor
til brug ved produktion af genopladelige batterier til hybridkøretøjer og elkøretøjer",0.023
8414593590,Andre varer,0.023
8414599590,Andre varer,0.023
8414600000,Emhætter med største vandrette side 120|cm og derunder,0.027
8414700000,Gastætte biologiske sikkerhedskabinetter,0.022
8414801190,I andre tilfælde,0.022
8414801990,I andre tilfælde,0.022
8414802220,"Luftmembrankompressor med:

-|en kapacitet på 4,5|l/min. eller derover, men ikke over 12|l/min.

-|en indgangseffekt på ikke over 14|W, og

-|et overtryk på ikke over 400|hPa (0,4|bar)
af den art der anvendes ved fremstilling af sæder til motorkøretøjer",0.022
8414802290,I andre tilfælde,0.022
8414802890,I andre tilfælde,0.022
8414805190,I andre tilfælde,0.022
8414805990,I andre tilfælde,0.022
8414807330,"Hermetiske rotationskompressorer til hydrofluorcarbon- (HFC) eller carbonhydrid-kølemidler:
-	drevet af enten en ""on/off"" enfaset vekselstrømsmotor eller en børsteløs jævnstrømsmotor, med variabel hastighed
-	med en nominel effekt på ikke over 1,5kW
-	en nominel spænding på 100V og derover, men ikke over 240V
-	med en højde på ikke over 300mm
-	en ydre diameter på ikke over 150mm
-	med en vægt på ikke over 15kg
til brug ved fremstilling af varmepumper til husholdningsapparater, herunder tørretumblere",0.022
8414807350,"Hermetisk varmepumpekompressor til kølemidlerne R450A eller R290:
-	ikke påfyldt kølemiddel
-	på forhånd påfyldt smøremiddel
-	med en énfaset induktionsmotor med driftskondensator eller en børsteløs jævnstrømsmotor
-	med suge- og/eller udledningsforbindelser
-	med en slagvolumen på 8,05 cm3 eller derover, men ikke over 55 cm3
-	der fungerer ved 900 omdrejninger pr. minut eller derover, men ikke over 7 800 omdrejninger pr. minut, og
-	med en kølekapacitet på 920 W eller derover, men ikke over 10 440 W under ASHRAE-forhold",0.022
8414807389,I andre tilfælde,0.022
8414807590,I andre tilfælde,0.022
8414807890,I andre tilfælde,0.022
8414808090,I andre tilfælde,0.022
8414900015,"Ventilator fremstillet af en aluminium- og magnesiumlegering:

-med en udvendig diameter på 54 mm eller derover, men ikke over 130 mm

-med en højde på 8 mm eller derover, men ikke over 30 mm

-med to skiver, som er forbundet ved hjælp af evolvente blade

-med eller uden pasbolt og med eller uden underlagsskive
til brug ved fremstilling af elektromotorer",0.022
8414900020,"Aluminiumsstempler, bestemt til indbygning i kompressorer til luftkonditioneringsmaskiner til motorkøretøjer",0.022
8414900025,"Kompressorhus af spiraltypen, fremstillet af en aluminiumlegering, med følgende egenskaber: 

-en varmebestandighed på 200 °C eller derover, men ikke over 250 °C

-et eller flere fastgørelsespunkter, der egner sig til at påmontere en aktuator
til brug ved fremstilling af turboladere",0.022
8414900035,"Kompressorhoved fremstillet af imprægneret aluminiumlegering til montering i luftkonditioneringskompressorer til motorkøretøjer med:

-en bredde på 115 mm eller derover, men ikke over 160 mm

-en længde på 115 mm eller derover, men ikke over 170 mm

-en højde på 30 mm eller derover, men ikke over 100 mm

-et trykforgreningsstykke med rørforbindelse

-et eller to monteringshuller og

-mere end ét overløbshul",0.022
8414900045,"Sprøjtestøbt rotorfrontplade eller dække til en elektrisk kompressor:

-af EN AC-46000-aluminium

-slyngerenset og maskinbearbejdet

-med en Brinell Wolfram-hårdhed (HBW) på 60 eller derover (2,5/62,5 iflg. ISO 6506)

-med en trækstyrke på 240 N/mm² eller derover

-med en højde på 22 mm eller derover, men ikke over 26 mm

-med en diameter på 128 mm eller derover, men ikke over 136 mm

-med en vægt på 220 g eller derover, men ikke over 250 g",0.022
8414900055,"Komponent til luftkonditioneringskompressorhus fremstillet af aluminiumlegering til montering i elektriske luftkonditioneringskompressorer til motorkøretøjer:

-med en bredde på 100 mm eller derover, men ikke over 220 mm

-med en længde på 100 mm eller derover, men ikke over 230 mm

-med en højde på 80 mm eller derover, men ikke over 180 mm

-med et enkelt centerhul

-maskinbearbejdet ved CNC-fræsning eller ubearbejdet

-også imprægneret

-med en indsugningsport eller uden",0.022
8414900080,"Turboladerhjulkasse af støbt aluminiumlegering eller støbejern:
- med en varmebestandighed på op til 400 °C
- med et hul på 30 mm eller derover, men ikke over 300 mm, til indsætning af kompressorhjulet
til brug i bilindustrien",0.022
8414900090,I andre tilfælde,0.022
8415101010,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8415101090,I andre tilfælde,0.022
8415109010,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.025
8415109090,I andre tilfælde,0.025
8415200010,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.027
8415200090,I andre tilfælde,0.027
8415810091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.027
8415810099,I andre tilfælde,0.027
8415820091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.027
8415820099,I andre tilfælde,0.027
8415830090,I andre tilfælde,0.027
8415900015,"Elektrosvejsede manifolder til kondensatoren i luftkonditioneringsanlæg til bilindustrien:

-bestående af et rør fremstillet ved udstansning af et aluminiumsbånd og sammenføjning af enderne ved elektrisk lysbuesvejsning

-indeholder interne ledeplader, der skal sikre en korrekt gennemstrømning af kølemiddel

-af en længde på 190 mm eller derover, men ikke over 460 mm

-med en diameter på 9 mm eller derover, men ikke over 42 mm

-med en vægt på 0,01 kg eller derover, men ikke over 0,45 kg

-også med aluminiumforbindelsesblokke
til brug ved fremstilling af luftkonditioneringsanlæg i køretøjer henhørende under kapitel 87",0.027
8415900045,"Forbindelsesklemme af aluminium til luftkonditioneringsanlæg i biler: 

-med T6-hærdning 

-udstyret med afrundede studser med omkredsnot

-også med gennemgående eller ikkegennemgående huller, lavet af profiler med en øvre radius på 8 mm men ikke over 11 mm, og en nedre radius på 12 mm eller derover men ikke over 17 mm

-med en afstand mellem hullerne på 15 mm eller mere, men ikke over 22 mm

-med stik beregnet til hårdlodning eller klampning

-med monteringshuller beregnet til M6 eller M8 

-med en bredde på 5 mm eller derover, men ikke over 16 mm
til forbindelse af en kompressor, en kondensator, en fordamper, en køler og andre ledninger",0.027
8415900060,"Flammeloddet aluminiumsblok, til forbindelsesrør med kondensator i luftkonditioneringssystemer til biler, med:

-ekstruderede, bøjede forbindelseslinjer af aluminium med en udvendig diameter på 5 mm eller derover, men ikke over 25 mm

-en vægt på 0,02 kg eller derover, men ikke over 0,25 kg",0.027
8415900091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.027
8415900099,I andre tilfælde,0.027
8416101000,Automatiske fyringsaggregater,0.017
8416109000,Andre varer,0.017
8416201000,"Udelukkende til gas, i sammenbygget stand (monoblok) med indbygget ventilator og styre- og kontrolanordning",0.017
8416202000,Kombinerede brændere,0.017
8416208000,I andre tilfælde,0.017
8416300000,"Mekaniske stokere samt mekaniske riste, mekaniske askeudtømningsapparater og lignende apparater dertil",0.017
8416900000,Dele,0.017
8417100000,"Ovne til ristning, smeltning eller anden varmebehandling af malm eller metal",0.017
8417201000,Tunnelovne,0.017
8417209000,Andre varer,0.017
8417803000,Ovne til brænding af keramiske produkter,0.017
8417805000,"Ovne til brænding af cement, glas eller kemiske produkter",0.017
8417807000,Andre varer,0.017
8417900000,Dele,0.017
8418102091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.019
8418102099,I andre tilfælde,0.019
8418108091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.019
8418108099,I andre tilfælde,0.019
8418211010,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.015
8418211090,I andre tilfælde,0.015
8418215110,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.025
8418215190,I andre tilfælde,0.025
8418215910,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.019
8418215990,I andre tilfælde,0.019
8418219110,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.025
8418219190,I andre tilfælde,0.025
8418219910,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.019
8418219990,I andre tilfælde,0.019
8418290010,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418290090,I andre tilfælde,0.022
8418302091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418302099,I andre tilfælde,0.022
8418308091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418308099,I andre tilfælde,0.022
8418402091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418402099,I andre tilfælde,0.022
8418408091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418408099,I andre tilfælde,0.022
8418501110,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418501190,I andre tilfælde,0.022
8418501910,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418501990,I andre tilfælde,0.022
8418509010,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418509090,I andre tilfælde,0.022
8418610091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418610099,I andre tilfælde,0.022
8418690091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418690099,I andre tilfælde,0.022
8418910000,Møbler bestemt til indbygning af køle- og fryseudstyr,0.022
8418991010,Til anvendelse i visse typer af luftfartøjer,0.022
8418991081,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418991087,I andre tilfælde,0.022
8418999010,"Til køleapparater til brug i forbindelse med luftkonditioneringsanlæg, til anvendelse i visse typer af luftfartøjer",0.022
8418999020,"Forbindelsesklemme af aluminium til tilslutning af en kondensatormanifold under svejsning:

-hærdet til T6 eller T5

-med en vægt på ikke over 150 g

-med en længde på 20 mm eller derover, men ikke over 150 mm

-med et fastgørelsesrør i ét stykke",0.022
8418999030,"Filtertørrerprofil til tilslutning af en kondensatormanifold under svejsning, med:

-en loddetykkelse på ikke over 0,2 mm

-en vægt på 100 g eller derover, men ikke over 600 g

-et fastgørelsesrør i ét stykke",0.022
8418999040,"En fordamper, der er en type varmeveksler, bestående af aluminiumrør med endestykker af kobber omsluttet af aluminiumradiatorer:

-der måler 403 x 276 x 70 mm eller derover, men ikke over 464 x 399 x 83 mm

-med en samlet vægt på 236 g eller derover for et sæt, men ikke over 1 010 g

-med en fastgjort sensor

-med en støjdæmper

-med 2, 5 eller 7 tilslutningstifter til styring og strøm, der ender i et stik med temperaturføler, opvarmer eller sikring
til brug ved fremstilling af produkter henhørende under underpos. 8418 10, 8418 21 eller 8418 40",0.022
8418999050,"Fordampningsvarmeveksler, der anvendes i køleskabe og frysere til husholdningsbrug og kombinationer heraf:

-med ydre dimensioner på 362 mm x 244 mm x 60 mm eller derover, men ikke over 398,4 mm x 503 mm x 60 mm

-med aluminiumsradiatorribber på 229 mm til 307 mm med udvendige dimensioner på 60 mm x 26,7 mm eller derover, men ikke over 60,2 mm x 27,3 mm

-med et rør af aluminium med en udvendig diameter på 8,3 mm eller derover, men ikke over 8,5 mm

-med ikke mere end to varmelegemer med en effekt på 40 W eller derover, men ikke over 140 W, udstyret med kabler med forbindelsesstik

-med eller uden to termiske sikringer med et smeltepunkt på 77 °C, udstyret med kabler med forbindelsesstik",0.022
8418999060,"Kondensator til køleskabe og køleskabe med frysere af husholdningstypen udstyret med mindst:

-et stålrør med en diameter på mellem 4,68 mm og 4,81 mm og en vægtykkelse på mellem 0,52 mm og 0,65 mm

-26-30 stk. vandrette rørstykker, der hver især er lige med en længde på mellem 450 mm og 455 mm, anbragt hver 40 mm mellem hver vandret del

-112-174 stk. svejsede stålstænger med en diameter på 1,3 mm og en længde på 1 002 mm eller derover, men ikke over 1 322 mm

-3 klemmer

-4 beslag svejset mellem stængerne",0.022
8418999091,På forhånd påfyldt hydrofluorkarboner (HFC'er),0.022
8418999099,I andre tilfælde,0.022
8419110000,Gasvandvarmere af gennemstrømningstypen,0.026
8419120000,Solvandvarmere,0.026
8419190000,Andre ikke-elektriske vandvarmere,0.026
8419200000,Sterilisationsapparater til medicinsk eller kirurgisk formål eller til laboratoriebrug,0.0
8419330000,"Frysetørringsapparater, frysetørringsenheder og tørretårne",0.017
8419340000,"Andre, til landbrugsprodukter",0.017
8419350000,"Andre, til træ, papirmasse, papir eller pap",0.017
8419390000,I andre tilfælde,0.017
8419400010,"Præfabrikeret procesmodulenhed til en ethankrakningsenhed, der indeholder: 

-cirkulationskredsløb til quenchvand, der omfatter en varmeveksler og cirkulationspumper til afkøling og gencirkulation af quenchvand

-et vandrensningssystem, der fjerner forurenende kulbrinte fra quenchvandet, som derefter genanvendes til fremstilling af fortyndingsdamp (uden for modulet)

-et system til rensning af pyrolyseolie, der adskiller pyrolysebenzin, tung olie og koks fra de forurenende kulbrinte, der er fjernet fra quenchvandet

-en opstartsfordamper og overheder, som fordamper og opheder ethan som råmateriale, inden ethanen sendes til krakningsovnene (uden for modulet)

-et system til bearbejdning af propan som råvare, som filtrerer, fordamper og overheder propan, inden propanet sendes til krakningsovnene (uden for modulet), og 

-et system til bearbejdning af kemisk ren propylen, som filtrerer og tørrer kemisk ren propylen, inden det sendes til en deethanizer (uden for modulet)",0.017
8419400090,I andre tilfælde,0.017
8419502000,Varmevekslere fremstillet af fluorholdige polymerer og med røråbninger til indløb og udløb med en indvendig diameter på højst 3|cm,0.0
8419508020,"Præfabrikeret procesmodulenhed til en ethankrakningsenhed, der indeholder: 

-et system med åbent kredsløb til køling af ethylen, som skal integreres med en ekstern kølekompressor til ethylen

-pumper og en varmeveksler til levering af ethylen til en ekstern rørledning, og

-et system med lukket kredsløb til køling af propylen, som skal integreres med en ekstern kølekompressor til propylen",0.017
8419508030,"Varmeveksler af aluminium til gaskedler beregnet til varmeoverførsel:

-	med en højde på 100mm eller derover, men ikke over 150mm
-	med en bredde på 235mm eller derover, men ikke over 300mm
-	med en længde på 240mm eller derover, men ikke over 300mm
-	med en effekt på 25kW eller derover, men ikke over 35kW
-	med en vægt på 8Kg eller derover, men ikke over 10Kg",0.017
8419508090,I andre tilfælde,0.017
8419600000,Apparater til fremstilling af flydende luft eller andre gasser,0.017
8419812090,I andre tilfælde,0.027
8419818090,I andre tilfælde,0.017
8419891000,"Køletårne og lignende apparater og anlæg til genafkøling af recirkulerende vand, i hvilke varmeudvekslingen ikke foregår gennem vægge",0.017
8419893000,Apparater og anlæg til metalpådampning under vakuum,0.024
8419899810,"Præfabrikeret procesmodulenhed til en ethankrakningsenhed, der indeholder:udstyr, der er forbundet med en ekstern flertrinscentrifugalkompressor til krakket gas, som komprimerer kulbrintegasser for at muliggøre yderligere efterfølgende forarbejdning i sammenkoblet udstyr, der indeholder: 

-kølere 

-tromler til udskilning af damp og væske og 

-pumper, der er nødvendige for at kondensere og fjerne vand og tungere kulbrinter og for at undgå uønsket dannelse af polymerbiprodukter
udstyr forbundet med et eksternt tårn til vask med kaustisk soda, der indeholder: 

-cirkulationspumper til kaustisk soda, der understøtter et eksternt tårn til vask med kaustisk soda i at fjerne sure gasser (kuldioxid og hydrogensulfid) fra den krakkede gas 

-et forbehandlingssystem til brugt kaustisk soda, der indeholder udskilningstromler, pumper og blandere 

-en varmeveksler til forudgående køling af krakket gas og 

-en udskilningstromle til fjernelse af vand fra krakningsgas",0.024
8419899890,Andre varer,0.024
8419901500,Til sterilisationsapparater henhørende under underpos.|8419|20|00,0.0
8419908540,"Tastaturer af silicone eller plast bestående af:

-dele af uædle metaller

-også med dele af plast

-epoxyharpiks forstærket med glasfiber eller træ

-uanset om trykt eller overfladebehandlet

-med eller uden elektriske kontaktelementer

-med eller uden tastaturfolie pålimet tastaturet

-med eller uden ét- eller flerlags beskyttelsesfolie",0.017
8419908590,I andre tilfælde,0.017
8420101000,Af den art der anvendes i tekstilindustrien,0.017
8420103000,Af den art der anvendes i papirindustrien,0.017
8420108100,"Rullelaminatorer, der udelukkende eller hovedsagelig anvendes til fremstilling af substrater til trykte kredsløb eller trykte kredsløb",0.0
8420108900,Andre varer,0.017
8420911000,Af støbejern,0.017
8420918000,I andre tilfælde,0.022
8420990000,Andre dele,0.022
8421110000,Mælkeseparatorer,0.022
8421120000,Tørrecentrifuger til tøj,0.027
8421192000,Af den art der anvendes i laboratorier,0.015
8421197000,I andre tilfælde,0.0
8421210090,I andre tilfælde,0.017
8421220000,"Til filtrering eller rensning af drikkevarer, undtagen vand",0.017
8421230090,I andre tilfælde,0.017
8421292000,"Fremstillet af flourholdige polymerer, og hvor tykkelsen på filterets eller renseanordningens membran ikke overstiger 140|mikrometer",0.0
8421298090,I andre tilfælde,0.017
8421310090,I andre tilfælde,0.017
8421320090,I andre tilfælde,0.017
8421391500,"Med kappe af rustfrit stål og med røråbninger til indløb og udløb med en indvendig diameter på højst 1,3|cm",0.0
8421392590,I andre tilfælde,0.017
8421393590,I andre tilfælde,0.017
8421398590,I andre tilfælde,0.017
8421910000,"Til centrifuger, herunder tørrecentrifuger",0.017
8421991000,Dele af maskiner og apparater henhørende under underpos. 8421|29|20|eller 8421|39|15,0.0
8421999010,"Til apparater til filtrering og rensning af væsker og gasser, til anvendelse i visse typer af luftfartøjer",0.017
8421999092,"Dele til udstyr til rensning af vand ved omvendt osmose, bestående hovedsagelig af plastikbaserede membraner understøttet inderst af vævede eller ikke vævede tekstilmaterialer, som er omviklet et perforeret rør og indkapslet i en cylindrisk plastikramme af vægtykkelse 4|mm og derunder, også anbragt i en cylinder af vægtykkelse 5|mm og derover",0.017
8421999099,I andre tilfælde,0.017
8422110000,Til husholdningsbrug,0.027
8422190000,I andre tilfælde,0.017
8422200000,Maskiner og apparater til rensning eller tørring af flasker og andre beholdere,0.017
8422300000,"Maskiner og apparater til påfyldning, lukning, forsegling eller etikettering af flasker, dåser, æsker, sække og andre beholdere; maskiner og apparater til kapsling af flasker, glas, rør og lignende beholdere; maskiner og apparater til tilsætning af kulsyre til drikkevarer",0.017
8422400000,Andre emballeringsmaskiner (herunder maskiner til emballering med krympefolie),0.017
8422901000,Til opvaskemaskiner,0.017
8422909000,I andre tilfælde,0.017
8423101000,Husholdningsvægte,0.017
8423109000,Andre vægte,0.017
8423201000,Som anvender elektroniske midler til at måle vægt,0.0
8423209000,I andre tilfælde,0.017
8423301000,Som anvender elektroniske midler til at måle vægt,0.0
8423309000,I andre tilfælde,0.017
8423812100,"Kontrolvægte og automatiske kontrolmaskiner og -apparater, der virker på grundlag af en forudindstillet vægt",0.0
8423812300,Vægte til vejning og etikettering af indpakkede varer,0.0
8423812500,Butiksvægte,0.0
8423812900,Andre vægte,0.0
8423818000,I andre tilfælde,0.017
8423822000,"Som anvender elektroniske midler til at måle vægt, undtagen vægte, der anvendes til at veje motorkøretøjer",0.0
8423828100,"Kontrolvægte og automatiske kontrolmaskiner og -apparater, der virker på grundlag af en forudindstillet vægt",0.017
8423828900,Andre vægte,0.017
8423892000,Som anvender elektroniske midler til at måle vægt,0.0
8423898000,I andre tilfælde,0.017
8423901000,"Dele til vægte henhørende under underpos. 8423|20|10, 8423|30|10, 8423|81|21, 8423|81|23, 8423|81|25, 8423|81|29, 8423|82|20|eller 8423|89|20",0.0
8423909000,Andre varer,0.017
8424100021,"Sømløse højtrykscylindre til komprimerede eller flydende gasser, af stål, med alle diametre og volumenkapaciteter, også med gevind, uanset indvendig belægning, uanset den udvendige færdigbearbejdning og form, også med indsat blære til gas, uanset cylindrenes fitting med ventil, halsring, sokkelring eller rørsystem, uanset om de er holdt sammen for at danne et sæt",0.017
8424100029,I andre tilfælde,0.017
8424100080,I andre tilfælde,0.017
8424200000,Sprøjtepistoler og lignende redskaber,0.017
8424300100,Med varmeaggregat,0.017
8424300800,I andre tilfælde,0.017
8424301000,Trykluftdrevne,0.017
8424309000,I andre tilfælde,0.017
8424410000,Håndholdte sprøjter,0.017
8424491000,"Apparater til spredning og udsprøjtning, bestemt til at monteres på eller trækkes af traktorer",0.017
8424499000,Andre varer,0.017
8424821000,Vandingsapparater,0.017
8424829000,Andre varer,0.017
8424894000,"Mekaniske apparater til udsprøjtning, forstøvning eller spredning, der udelukkende eller hovedsagelig anvendes til fremstilling af trykte kredsløb eller printplader med trykte kredsløb",0.0
8424897000,Andre varer,0.017
8424902000,Dele til mekaniske apparater henhørende under underpos. 8424|89|40,0.0
8424908020,"Til ildslukningsapparater, til anvendelse i visse typer af luftfartøjer",0.017
8424908060,"Sømløse højtrykscylindre til komprimerede eller flydende gasser, af stål, med alle diametre og volumenkapaciteter, også med gevind, uanset indvendig belægning, uanset den udvendige færdigbearbejdning og form, også med indsat blære til gas, uanset cylindrenes fitting med ventil, halsring, sokkelring eller rørsystem, uanset om de er holdt sammen for at danne et sæt",0.017
8424908080,I andre tilfælde,0.017
8425110000,Med elektromotor,0.0
8425190000,I andre tilfælde,0.0
8425310000,Med elektromotor,0.0
8425390000,I andre tilfælde,0.0
8425410000,"Stationære autoløftere, af den art der anvendes i værksteder",0.0
8425420000,"Andre donkrafte, hydrauliske",0.0
8425490000,Andre varer,0.0
8426110000,Løbekraner på skinner,0.0
8426120000,Mobile portalkraner på gummihjul samt portalløftetrucks,0.0
8426190000,Andre varer,0.0
8426200000,Tårnkraner,0.0
8426300000,Portalkraner af svingtypen,0.0
8426410000,På gummihjul,0.0
8426490011,"Nye mobilkraner, dvs. kabelstyrede eller hydrauliske kraner, der er konstrueret til løft, sænkning og horisontal bevægelse af materialer på land, med en løftekapacitet på mindst 30 ton, monteret på selvkørende køretøjer, uanset fremdriftssystem",0.0
8426490090,Andre varer,0.0
8426911000,Hydrauliske kraner til lastning eller losning af køretøjer,0.0
8426919000,Andre varer,0.0
8426990000,I andre tilfælde,0.0
8427101010,Mobilt adgangsudstyr beregnet til løft af personer med en maksimal arbejdshøjde på 6 meter eller derover,0.045
8427101090,I andre tilfælde,0.045
8427109000,I andre tilfælde,0.045
8427201100,Terrængående gaffeltrucks og andre terrængående trucks til stabling,0.045
8427201910,Mobilt adgangsudstyr beregnet til løft af personer med en maksimal arbejdshøjde på 6 meter eller derover,0.045
8427201990,I andre tilfælde,0.045
8427209000,I andre tilfælde,0.045
8427900011,Afsendt fra Thailand,0.04
8427900019,I andre tilfælde,0.04
8427900030,"Håndbetjente palletrucks med et såkaldt ""vægtangivelsessystem"" bestående af en vejemekanisme, som ikke er integreret i chassiset, dvs. ikke er integreret i gaffelarmene",0.04
8427900080,I andre tilfælde,0.04
8428102000,Elektrisk drevne,0.0
8428108000,I andre tilfælde,0.0
8428202000,Til løse materialer,0.0
8428208000,I andre tilfælde,0.0
8428310000,Specielt konstrueret til brug ved underjordiske arbejder,0.0
8428320000,"I andre tilfælde, med spande",0.0
8428330000,"I andre tilfælde, med bånd eller remme",0.0
8428392000,"Rullebaner og hjulbaner (""castors"")",0.0
8428399000,Andre varer,0.0
8428400000,Rulletrapper og rullende fortove,0.0
8428600000,Tovbaner (herunder stolelifte og skilifte); trækmekanismer og spil til funicularer,0.0
8428700000,Industrirobotter,0.0
8428907100,Konstrueret til montering på landbrugstraktorer,0.0
8428907900,I andre tilfælde,0.0
8428909020,"Mobilt adgangsudstyr beregnet til løft af personer, selvbevægende, med en maksimal arbejdshøjde på 6 meter eller derover",0.0
8428909080,Andre maskiner og apparater,0.0
8429110000,På larvebånd,0.0
8429190000,I andre tilfælde,0.0
8429200000,Vejhøvle (graders og levellers),0.0
8429300000,Scrapere,0.0
8429401000,Vibrationstromler,0.0
8429403000,Andre tromler,0.0
8429409000,Stampemaskiner,0.0
8429511000,Læssemaskiner specielt konstrueret til brug ved underjordiske arbejder,0.0
8429519100,"Læssemaskiner med skovl, på larvebånd",0.0
8429519900,Andre maskiner,0.0
8429521000,Gravemaskiner på larvebånd,0.0
8429529000,Andre maskiner,0.0
8429590000,Andre maskiner,0.0
8430100000,Piloteringsmaskiner (rambukke) og maskiner til optrækning af pæle,0.0
8430200000,Sneplove og sneblæsere,0.0
8430310000,Selvkørende,0.0
8430390000,I andre tilfælde,0.0
8430410000,Selvkørende,0.0
8430490000,I andre tilfælde,0.0
8430500000,"Andre maskiner og apparater, selvkørende",0.0
8430610000,Maskiner og apparater til stampning og komprimering,0.0
8430690000,Andre maskiner og apparater,0.0
8431100000,Til maskiner og apparater henhørende under pos.|8425,0.0
8431200011,Afsendt fra Thailand,0.04
8431200019,I andre tilfælde,0.04
8431200040,"Køler i plast med aluminiumskerne, indbygget støttekonstruktion i stål og åbent bølgedesign med 9|køleribber pr. 2,54|cm i længden til brug ved fremstilling af køretøjer under pos. 8427",0.04
8431200050,"Chassis og hydraulisk anordning med et såkaldt ""vægtangivelsessystem"" bestående af en vejemekanisme, som ikke er integreret i chassiset, dvs. ikke er integreret i gaffelarmene",0.04
8431200060,"Dele, som er samlet på forhånd eller leveret som samlesæt, af selvbevægende mobilt adgangsudstyr beregnet til løft af personer, undtagen enkelte komponenter, hvis de foreligger særskilt",0.04
8431200070,"Containerspreder til løft af tomme fragtcontainere på 20 fod og 40 fod:

-uden integreret slæde

-beregnet til maskiner med en lastkapacitet på ikke over 11 000 kg

-konstrueret til at bære en eller to containere ad gangen

-med top- eller sidemontering

-belagt med et korrosionshindrende lag

-med en vægt på 3 200 kg eller derover, men ikke over 4 000 kg
til brug ved fremstilling af selvkørende containertrucks",0.04
8431200080,I andre tilfælde,0.04
8431310000,Til person- og vareelevatorer eller rulletrapper,0.0
8431390010,"Dele, som er samlet på forhånd eller leveret som samlesæt, af selvbevægende mobilt adgangsudstyr beregnet til løft af personer, undtagen enkelte komponenter, hvis de foreligger særskilt",0.0
8431390015,"Bæltesko af stål af en længde på over 380 mm, en højde på over 140 mm og en vægt på over 118kg, uden riller af nogen art med en dimension på 1 mm eller derover",0.0
8431390022,andre varer,0.0
8431390027,"Bæltesko af stål af en længde på over 380 mm, en højde på over 140 mm og en vægt på over 118kg, uden riller af nogen art med en dimension på 1 mm eller derover",0.0
8431390039,Andre varer,0.0
8431390090,I andre tilfælde,0.0
8431410011,Til nye mobilkraner,0.0
8431410090,Andre varer,0.0
8431420000,Blade til bulldozere eller angledozere,0.0
8431430011,Særlige dele samlet på forhånd eller klar til samling til nye mobilkraner,0.0
8431430090,Andre varer,0.0
8431492005,"Bæltesko af stål af en længde på over 380 mm, en højde på over 140 mm og en vægt på over 118kg, uden riller af nogen art med en dimension på 1 mm eller derover",0.0
8431492010,Andre varer,0.0
8431492020,"Bæltesko af stål af en længde på over 380 mm, en højde på over 140 mm og en vægt på over 118kg, uden riller af nogen art med en dimension på 1 mm eller derover",0.0
8431492029,I andre tilfælde,0.0
8431492050,Særlige dele samlet på forhånd eller klar til samling til nye mobilkraner,0.0
8431492090,I andre tilfælde,0.0
8431498005,"Bæltesko af stål af en længde på over 380 mm, en højde på over 140 mm og en vægt på over 118kg, uden riller af nogen art med en dimension på 1 mm eller derover",0.0
8431498010,I andre tilfælde,0.0
8431498020,"Bæltesko af stål af en længde på over 380 mm, en højde på over 140 mm og en vægt på over 118kg, uden riller af nogen art med en dimension på 1 mm eller derover",0.0
8431498029,I andre tilfælde,0.0
8431498050,Særlige dele samlet på forhånd eller klar til samling til nye mobilkraner,0.0
8431498090,I andre tilfælde,0.0
8432100000,Plove,0.0
8432210000,Tallerkenharver,0.0
8432291000,Kultivatorer,0.0
8432293000,Harver,0.0
8432295000,Selvkørende hakkemaskiner,0.0
8432299000,Andre maskiner og apparater,0.0
8432310000,"Så-, plante- og priklemaskiner til direkte såning",0.0
8432391100,Enkorn-radsåmaskiner med centraltræk,0.0
8432391900,Andre varer,0.0
8432399000,Plante- og priklemaskiner,0.0
