hs_code,area,date_start,date_end,rate,is_quota
0402101900,EC,2018-01-01,2018-12-31,0.891,0
0402101900,EC,2019-01-01,2019-12-31,0.742,0
0402101900,EC,2020-01-01,2020-12-31,0.594,0
0402101900,EC,2021-01-01,2021-12-31,0.445,0
0402101900,EC,2022-01-01,2022-12-31,0.297,0
0402101900,EC,2023-01-01,2023-12-31,0.148,0
0402101900,EC,2024-01-01,,0.0,0
0402101900,KR,2012-07-01,2013-06-30,0.792,0
0402101900,KR,2013-07-01,2014-06-30,0.594,0
0402101900,KR,2014-07-01,2015-06-30,0.396,0
0402101900,KR,2015-07-01,2016-06-30,0.198,0
0402101900,NZ,2024-05-01,,0.2376,1
0402101900,PE,2013-03-01,2013-12-31,1.039,0
0402101900,PE,2014-01-01,2014-12-31,0.891,0
0402101900,PE,2015-01-01,2015-12-31,0.742,0
0402101900,PE,2016-01-01,2016-11-05,0.594,0
0402101900,PE,2016-11-06,2016-12-31,0.594,0
0402101900,PE,2017-01-01,2017-12-31,0.445,0
0402101900,PE,2018-01-01,2018-12-31,0.297,0
0402101900,PE,2019-01-01,2019-12-31,0.148,0
0402101900,PE,2020-01-01,,0.0,0
0402101900,SG,2019-11-21,2020-11-20,0.99,0
0402101900,SG,2020-11-21,2021-11-20,0.792,0
0402101900,SG,2021-11-21,2022-11-20,0.594,0
0402101900,SG,2022-11-21,2023-11-20,0.396,0
0402101900,SG,2023-11-21,2024-11-20,0.198,0
0402101900,SG,2024-11-21,,0.0,0
0402101900,VN,2020-08-01,2020-12-31,0.99,0
0402101900,VN,2021-01-01,2021-12-31,0.792,0
0402101900,VN,2022-01-01,2022-12-31,0.594,0
0402101900,VN,2023-01-01,2023-12-31,0.396,0
0402101900,VN,2024-01-01,2024-12-31,0.198,0
0402101900,VN,2025-01-01,,0.0,0
0402109100,5500,2026-05-01,2026-12-31,0.0107,1
0402109100,CO,2013-08-01,2013-12-31,0.01,0
0402109100,CO,2014-01-01,2014-12-31,0.008,0
0402109100,CO,2015-01-01,2015-12-31,0.007,0
0402109100,CO,2016-01-01,2016-11-05,0.005,0
0402109100,CO,2016-11-06,2016-12-31,0.005,0
0402109100,CO,2017-01-01,2017-12-31,0.004,0
0402109100,CO,2018-01-01,2018-12-31,0.002,0
0402109100,CO,2019-01-01,2019-12-31,0.001,0
0402109100,EC,2017-01-01,2017-12-31,0.01,0
0402109100,EC,2018-01-01,2018-12-31,0.008,0
0402109100,EC,2019-01-01,2019-12-31,0.007,0
0402109100,EC,2020-01-01,2020-12-31,0.005,0
0402109100,EC,2021-01-01,2021-12-31,0.004,0
0402109100,EC,2022-01-01,2022-12-31,0.002,0
0402109100,EC,2023-01-01,2023-12-31,0.001,0
0402109100,EC,2024-01-01,,0.0,0
0402109100,KR,2012-07-01,2013-06-30,0.00793,0
0402109100,KR,2013-07-01,2014-06-30,0.00595,0
0402109100,KR,2014-07-01,2015-06-30,0.00396,0
0402109100,KR,2015-07-01,2016-06-30,0.00198,0
0402109100,NZ,2024-05-01,,0.0023,1
0402109100,PE,2013-03-01,2013-12-31,0.01,0
0402109100,PE,2014-01-01,2014-12-31,0.008,0
0402109100,PE,2015-01-01,2015-12-31,0.007,0
0402109100,PE,2016-01-01,2016-11-05,0.005,0
0402109100,PE,2016-11-06,2016-12-31,0.005,0
0402109100,PE,2017-01-01,2017-12-31,0.004,0
0402109100,PE,2018-01-01,2018-12-31,0.002,0
0402109100,PE,2019-01-01,2019-12-31,0.001,0
0402109100,PE,2020-01-01,,0.0,0
0402109100,SG,2019-11-21,2020-11-20,0.0099,0
0402109100,SG,2020-11-21,2021-11-20,0.0079,0
0402109100,SG,2021-11-21,2022-11-20,0.0059,0
0402109100,SG,2022-11-21,2023-11-20,0.0039,0
0402109100,SG,2023-11-21,2024-11-20,0.0019,0
0402109100,SG,2024-11-21,,0.0,0
0402109100,VN,2020-08-01,,0.0,0
0402109900,5500,2026-05-01,2026-12-31,0.0107,1
0402109900,CO,2013-08-01,2013-12-31,0.01,0
0402109900,CO,2014-01-01,2014-12-31,0.008,0
0402109900,CO,2015-01-01,2015-12-31,0.007,0
0402109900,CO,2016-01-01,2016-11-05,0.005,0
0402109900,CO,2016-11-06,2016-12-31,0.005,0
0402109900,CO,2017-01-01,2017-12-31,0.004,0
0402109900,CO,2018-01-01,2018-12-31,0.002,0
0402109900,CO,2019-01-01,2019-12-31,0.001,0
0402109900,EC,2017-01-01,2017-12-31,0.01,0
0402109900,EC,2018-01-01,2018-12-31,0.008,0
0402109900,EC,2019-01-01,2019-12-31,0.007,0
0402109900,EC,2020-01-01,2020-12-31,0.005,0
0402109900,EC,2021-01-01,2021-12-31,0.004,0
0402109900,EC,2022-01-01,2022-12-31,0.002,0
0402109900,EC,2023-01-01,2023-12-31,0.001,0
0402109900,EC,2024-01-01,,0.0,0
0402109900,KR,2012-07-01,2013-06-30,0.00793,0
0402109900,KR,2013-07-01,2014-06-30,0.00595,0
0402109900,KR,2014-07-01,2015-06-30,0.00396,0
0402109900,KR,2015-07-01,2016-06-30,0.00198,0
0402109900,NZ,2024-05-01,,0.0023,1
0402109900,PE,2013-03-01,2013-12-31,0.01,0
0402109900,PE,2014-01-01,2014-12-31,0.008,0
0402109900,PE,2015-01-01,2015-12-31,0.007,0
0402109900,PE,2016-01-01,2016-11-05,0.005,0
0402109900,PE,2016-11-06,2016-12-31,0.005,0
0402109900,PE,2017-01-01,2017-12-31,0.004,0
0402109900,PE,2018-01-01,2018-12-31,0.002,0
0402109900,PE,2019-01-01,2019-12-31,0.001,0
0402109900,PE,2020-01-01,,0.0,0
0402109900,SG,2019-11-21,2020-11-20,0.0099,0
0402109900,SG,2020-11-21,2021-11-20,0.0079,0
0402109900,SG,2021-11-21,2022-11-20,0.0059,0
0402109900,SG,2022-11-21,2023-11-20,0.0039,0
0402109900,SG,2023-11-21,2024-11-20,0.0019,0
0402109900,SG,2024-11-21,,0.0,0
0402109900,VN,2020-08-01,,0.0,0
0402210000,CO,2020-01-01,,0.0,0
0402210000,PE,2013-03-01,2013-12-31,0.0,1
0402210000,PE,2014-01-01,2014-12-31,0.0,1
0402210000,PE,2015-01-01,2015-12-31,0.0,1
0402210000,PE,2016-01-01,2016-12-31,0.0,1
0402210000,PE,2017-01-01,2017-12-31,0.0,1
0402210000,PE,2018-01-01,2018-12-31,0.0,1
0402210000,PE,2019-01-01,2019-12-31,0.0,1
0402210000,PE,2020-01-01,2020-12-31,0.0,1
0402210000,PE,2021-01-01,2021-12-31,0.0,1
0402210000,PE,2022-01-01,2022-12-31,0.0,1
0402210000,PE,2023-01-01,2023-12-31,0.0,1
0402210000,PE,2024-01-01,2024-12-31,0.0,1
0402210000,PE,2025-01-01,2025-12-31,0.0,1
0402210000,PE,2026-01-01,2026-12-31,0.0,1
0402210000,UA,2014-04-25,2015-12-31,0.0,1
0402210000,UA,2016-01-01,,0.0,1
0402210000,UA,2021-01-01,2022-06-03,0.0,1
0402210000,UA,2022-06-04,,0.0,0
0402210000,UA,2023-06-06,,0.0,0
0402210000,UA,2024-06-06,2025-06-05,0.0,0
0402210000,UA,2025-06-06,2025-10-28,0.0,1
0402210000,UA,2025-10-29,,0.0,0
0402210000,VN,2020-08-01,,0.0,0
0402210000,ZA,2016-11-01,2016-11-05,0.0,0
0402210000,ZA,2016-11-06,,0.0,0
0402211100,5500,2026-05-01,2026-12-31,1.2213,1
0402211100,CO,2013-08-01,2013-12-31,1.187,0
0402211100,CO,2014-01-01,2014-12-31,1.017,0
0402211100,CO,2015-01-01,2015-12-31,0.848,0
0402211100,CO,2016-01-01,2016-11-05,0.678,0
0402211100,CO,2016-11-06,2016-12-31,0.678,0
0402211100,CO,2017-01-01,2017-12-31,0.508,0
0402211100,CO,2018-01-01,2018-12-31,0.339,0
0402211100,CO,2019-01-01,2019-12-31,0.169,0
0402211100,EC,2017-01-01,2017-12-31,1.187,0
0402211100,EC,2018-01-01,2018-12-31,1.017,0
0402211100,EC,2019-01-01,2019-12-31,0.848,0
0402211100,EC,2020-01-01,2020-12-31,0.678,0
0402211100,EC,2021-01-01,2021-12-31,0.508,0
0402211100,EC,2022-01-01,2022-12-31,0.339,0
0402211100,EC,2023-01-01,2023-12-31,0.169,0
0402211100,EC,2024-01-01,,0.0,0
0402211100,KR,2012-07-01,2013-06-30,0.90466,0
0402211100,KR,2013-07-01,2014-06-30,0.6785,0
0402211100,KR,2014-07-01,2015-06-30,0.45233,0
0402211100,KR,2015-07-01,2016-06-30,0.22616,0
0402211100,NZ,2024-05-01,,0.2714,1
0402211100,PE,2013-03-01,2013-12-31,1.187,0
0402211100,PE,2014-01-01,2014-12-31,1.017,0
0402211100,PE,2015-01-01,2015-12-31,0.848,0
0402211100,PE,2016-01-01,2016-11-05,0.678,0
0402211100,PE,2016-11-06,2016-12-31,0.678,0
0402211100,PE,2017-01-01,2017-12-31,0.508,0
0402211100,PE,2018-01-01,2018-12-31,0.339,0
0402211100,PE,2019-01-01,2019-12-31,0.169,0
0402211100,PE,2020-01-01,,0.0,0
0402211100,SG,2019-11-21,2020-11-20,1.1308,0
0402211100,SG,2020-11-21,2021-11-20,0.9046,0
0402211100,SG,2021-11-21,2022-11-20,0.6785,0
0402211100,SG,2022-11-21,2023-11-20,0.4523,0
0402211100,SG,2023-11-21,2024-11-20,0.2261,0
0402211100,SG,2024-11-21,,0.0,0
0402211800,5500,2026-05-01,2026-12-31,1.1736,1
0402211800,CO,2013-08-01,2013-12-31,1.141,0
0402211800,CO,2014-01-01,2014-12-31,0.978,0
0402211800,CO,2015-01-01,2015-12-31,0.815,0
0402211800,CO,2016-01-01,2016-11-05,0.652,0
0402211800,CO,2016-11-06,2016-12-31,0.652,0
0402211800,CO,2017-01-01,2017-12-31,0.489,0
0402211800,CO,2018-01-01,2018-12-31,0.326,0
0402211800,CO,2019-01-01,2019-12-31,0.163,0
0402211800,EC,2017-01-01,2017-12-31,1.141,0
0402211800,EC,2018-01-01,2018-12-31,0.978,0
0402211800,EC,2019-01-01,2019-12-31,0.815,0
0402211800,EC,2020-01-01,2020-12-31,0.652,0
0402211800,EC,2021-01-01,2021-12-31,0.489,0
0402211800,EC,2022-01-01,2022-12-31,0.326,0
0402211800,EC,2023-01-01,2023-12-31,0.163,0
0402211800,EC,2024-01-01,,0.0,0
0402211800,KR,2012-07-01,2013-06-30,0.86933,0
0402211800,KR,2013-07-01,2014-06-30,0.652,0
0402211800,KR,2014-07-01,2015-06-30,0.43466,0
0402211800,KR,2015-07-01,2016-06-30,0.21733,0
0402211800,NZ,2024-05-01,,0.2608,1
0402211800,PE,2013-03-01,2013-12-31,1.141,0
0402211800,PE,2014-01-01,2014-12-31,0.978,0
0402211800,PE,2015-01-01,2015-12-31,0.815,0
0402211800,PE,2016-01-01,2016-11-05,0.652,0
0402211800,PE,2016-11-06,2016-12-31,0.652,0
0402211800,PE,2017-01-01,2017-12-31,0.489,0
0402211800,PE,2018-01-01,2018-12-31,0.326,0
0402211800,PE,2019-01-01,2019-12-31,0.163,0
0402211800,PE,2020-01-01,,0.0,0
0402211800,SG,2019-11-21,2020-11-20,1.0866,0
0402211800,SG,2020-11-21,2021-11-20,0.8693,0
0402211800,SG,2021-11-21,2022-11-20,0.652,0
0402211800,SG,2022-11-21,2023-11-20,0.4346,0
0402211800,SG,2023-11-21,2024-11-20,0.2173,0
0402211800,SG,2024-11-21,,0.0,0
0402219100,5500,2026-05-01,2026-12-31,1.5048,1
0402219100,CO,2013-08-01,2013-12-31,1.463,0
0402219100,CO,2014-01-01,2014-12-31,1.254,0
0402219100,CO,2015-01-01,2015-12-31,1.045,0
0402219100,CO,2016-01-01,2016-11-05,0.836,0
0402219100,CO,2016-11-06,2016-12-31,0.836,0
0402219100,CO,2017-01-01,2017-12-31,0.627,0
0402219100,CO,2018-01-01,2018-12-31,0.418,0
0402219100,CO,2019-01-01,2019-12-31,0.209,0
0402219100,EC,2017-01-01,2017-12-31,1.463,0
0402219100,EC,2018-01-01,2018-12-31,1.254,0
0402219100,EC,2019-01-01,2019-12-31,1.045,0
0402219100,EC,2020-01-01,2020-12-31,0.836,0
0402219100,EC,2021-01-01,2021-12-31,0.627,0
0402219100,EC,2022-01-01,2022-12-31,0.418,0
0402219100,EC,2023-01-01,2023-12-31,0.209,0
0402219100,EC,2024-01-01,,0.0,0
0402219100,KR,2012-07-01,2013-06-30,1.11466,0
0402219100,KR,2013-07-01,2014-06-30,0.836,0
0402219100,KR,2014-07-01,2015-06-30,0.55733,0
0402219100,KR,2015-07-01,2016-06-30,0.27866,0
0402219100,NZ,2024-05-01,,0.3344,1
0402219100,PE,2013-03-01,2013-12-31,1.463,0
0402219100,PE,2014-01-01,2014-12-31,1.254,0
0402219100,PE,2015-01-01,2015-12-31,1.045,0
0402219100,PE,2016-01-01,2016-11-05,0.836,0
0402219100,PE,2016-11-06,2016-12-31,0.836,0
0402219100,PE,2017-01-01,2017-12-31,0.627,0
0402219100,PE,2018-01-01,2018-12-31,0.418,0
0402219100,PE,2019-01-01,2019-12-31,0.209,0
0402219100,PE,2020-01-01,,0.0,0
0402219100,SG,2019-11-21,2020-11-20,1.3933,0
0402219100,SG,2020-11-21,2021-11-20,1.1146,0
0402219100,SG,2021-11-21,2022-11-20,0.836,0
0402219100,SG,2022-11-21,2023-11-20,0.5573,0
0402219100,SG,2023-11-21,2024-11-20,0.2786,0
0402219100,SG,2024-11-21,,0.0,0
0402219900,5500,2026-05-01,2026-12-31,1.4571,1
0402219900,CO,2013-08-01,2013-12-31,1.416,0
0402219900,CO,2014-01-01,2014-12-31,1.214,0
0402219900,CO,2015-01-01,2015-12-31,1.011,0
0402219900,CO,2016-01-01,2016-11-05,0.809,0
0402219900,CO,2016-11-06,2016-12-31,0.809,0
0402219900,CO,2017-01-01,2017-12-31,0.607,0
0402219900,CO,2018-01-01,2018-12-31,0.404,0
0402219900,CO,2019-01-01,2019-12-31,0.202,0
0402219900,EC,2017-01-01,2017-12-31,1.416,0
0402219900,EC,2018-01-01,2018-12-31,1.214,0
0402219900,EC,2019-01-01,2019-12-31,1.011,0
0402219900,EC,2020-01-01,2020-12-31,0.809,0
0402219900,EC,2021-01-01,2021-12-31,0.607,0
0402219900,EC,2022-01-01,2022-12-31,0.404,0
0402219900,EC,2023-01-01,2023-12-31,0.202,0
0402219900,EC,2024-01-01,,0.0,0
0402219900,KR,2012-07-01,2013-06-30,1.07933,0
0402219900,KR,2013-07-01,2014-06-30,0.8095,0
0402219900,KR,2014-07-01,2015-06-30,0.53966,0
0402219900,KR,2015-07-01,2016-06-30,0.26983,0
0402219900,NZ,2024-05-01,,0.3238,1
0402219900,PE,2013-03-01,2013-12-31,1.416,0
0402219900,PE,2014-01-01,2014-12-31,1.214,0
0402219900,PE,2015-01-01,2015-12-31,1.011,0
0402219900,PE,2016-01-01,2016-11-05,0.809,0
0402219900,PE,2016-11-06,2016-12-31,0.809,0
0402219900,PE,2017-01-01,2017-12-31,0.607,0
0402219900,PE,2018-01-01,2018-12-31,0.404,0
0402219900,PE,2019-01-01,2019-12-31,0.202,0
0402219900,PE,2020-01-01,,0.0,0
0402219900,SG,2019-11-21,2020-11-20,1.3491,0
0402219900,SG,2020-11-21,2021-11-20,1.0793,0
0402219900,SG,2021-11-21,2022-11-20,0.8095,0
0402219900,SG,2022-11-21,2023-11-20,0.5396,0
0402219900,SG,2023-11-21,2024-11-20,0.2698,0
0402219900,SG,2024-11-21,,0.0,0
0402290000,CO,2018-01-01,,0.0,0
0402290000,PE,2013-03-01,2013-12-31,0.0,1
0402290000,PE,2014-01-01,2014-12-31,0.0,1
0402290000,PE,2015-01-01,2015-12-31,0.0,1
0402290000,PE,2016-01-01,2016-12-31,0.0,1
0402290000,PE,2017-01-01,2017-12-31,0.0,1
0402290000,PE,2018-01-01,2018-12-31,0.0,1
0402290000,PE,2019-01-01,2019-12-31,0.0,1
0402290000,PE,2020-01-01,2020-12-31,0.0,1
0402290000,PE,2021-01-01,2021-12-31,0.0,1
0402290000,PE,2022-01-01,2022-12-31,0.0,1
0402290000,PE,2023-01-01,2023-12-31,0.0,1
0402290000,PE,2024-01-01,2024-12-31,0.0,1
0402290000,PE,2025-01-01,2025-12-31,0.0,1
0402290000,PE,2026-01-01,2026-12-31,0.0,1
0402290000,UA,2014-04-25,2015-12-31,0.0,1
0402290000,UA,2016-01-01,,0.0,1
0402290000,UA,2021-01-01,2022-06-03,0.0,1
0402290000,UA,2022-06-04,,0.0,0
0402290000,UA,2023-06-06,,0.0,0
0402290000,UA,2024-06-06,2025-06-05,0.0,0
0402290000,UA,2025-06-06,2025-10-28,0.0,1
0402290000,UA,2025-10-29,,0.0,0
0402290000,VN,2020-08-01,,0.0,0
0402290000,ZA,2016-11-01,2016-11-05,0.0,0
0402290000,ZA,2016-11-06,,0.0,0
0402291100,5500,2026-05-01,2026-12-31,0.0117,1
0402291100,CH,2007-06-01,2016-11-05,0.438,0
0402291100,CH,2016-11-06,,0.438,0
0402291100,CO,2013-08-01,2013-12-31,0.01,0
0402291100,CO,2014-01-01,2014-12-31,0.008,0
0402291100,CO,2015-01-01,2015-12-31,0.006,0
0402291100,CO,2016-01-01,2016-11-05,0.004,0
0402291100,CO,2016-11-06,2016-12-31,0.004,0
0402291100,CO,2017-01-01,2017-12-31,0.002,0
0402291100,EC,2017-01-01,2017-12-31,0.011,0
0402291100,EC,2018-01-01,2018-12-31,0.009,0
0402291100,EC,2019-01-01,2019-12-31,0.008,0
0402291100,EC,2020-01-01,2020-12-31,0.006,0
0402291100,EC,2021-01-01,2021-12-31,0.004,0
0402291100,EC,2022-01-01,2022-12-31,0.003,0
0402291100,EC,2023-01-01,2023-12-31,0.001,0
0402291100,EC,2024-01-01,,0.0,0
0402291100,KR,2012-07-01,2013-06-30,0.00873,0
0402291100,KR,2013-07-01,2014-06-30,0.00655,0
0402291100,KR,2014-07-01,2015-06-30,0.00436,0
0402291100,KR,2015-07-01,2016-06-30,0.00218,0
0402291100,LI,2016-11-06,,0.438,0
0402291100,NZ,2024-05-01,,0.0026,1
0402291100,PE,2013-03-01,2013-12-31,0.011,0
0402291100,PE,2014-01-01,2014-12-31,0.009,0
0402291100,PE,2015-01-01,2015-12-31,0.008,0
0402291100,PE,2016-01-01,2016-11-05,0.006,0
0402291100,PE,2016-11-06,2016-12-31,0.006,0
0402291100,PE,2017-01-01,2017-12-31,0.004,0
0402291100,PE,2018-01-01,2018-12-31,0.003,0
0402291100,PE,2019-01-01,2019-12-31,0.001,0
0402291100,PE,2020-01-01,,0.0,0
0402291100,SG,2019-11-21,2020-11-20,0.0109,0
0402291100,SG,2020-11-21,2021-11-20,0.0087,0
0402291100,SG,2021-11-21,2022-11-20,0.0065,0
0402291100,SG,2022-11-21,2023-11-20,0.0043,0
0402291100,SG,2023-11-21,2024-11-20,0.0021,0
0402291100,SG,2024-11-21,,0.0,0
0402291500,5500,2026-05-01,2026-12-31,0.0117,1
0402291500,CO,2013-08-01,2013-12-31,0.01,0
0402291500,CO,2014-01-01,2014-12-31,0.008,0
0402291500,CO,2015-01-01,2015-12-31,0.006,0
0402291500,CO,2016-01-01,2016-11-05,0.004,0
0402291500,CO,2016-11-06,2016-12-31,0.004,0
0402291500,CO,2017-01-01,2017-12-31,0.002,0
0402291500,EC,2017-01-01,2017-12-31,0.011,0
0402291500,EC,2018-01-01,2018-12-31,0.009,0
0402291500,EC,2019-01-01,2019-12-31,0.008,0
0402291500,EC,2020-01-01,2020-12-31,0.006,0
0402291500,EC,2021-01-01,2021-12-31,0.006,0
0402291500,EC,2022-01-01,2022-12-31,0.003,0
0402291500,EC,2023-01-01,2023-12-31,0.001,0
0402291500,EC,2024-01-01,,0.0,0
0402291500,KR,2012-07-01,2013-06-30,0.00873,0
0402291500,KR,2013-07-01,2014-06-30,0.00655,0
0402291500,KR,2014-07-01,2015-06-30,0.00436,0
0402291500,KR,2015-07-01,2016-06-30,0.00218,0
0402291500,NZ,2024-05-01,,0.0026,1
0402291500,PE,2013-03-01,2013-12-31,0.011,0
0402291500,PE,2014-01-01,2014-12-31,0.009,0
0402291500,PE,2015-01-01,2015-12-31,0.008,0
0402291500,PE,2016-01-01,2016-11-05,0.006,0
0402291500,PE,2016-11-06,2016-12-31,0.006,0
0402291500,PE,2017-01-01,2017-12-31,0.004,0
0402291500,PE,2018-01-01,2018-12-31,0.003,0
0402291500,PE,2019-01-01,2019-12-31,0.001,0
0402291500,PE,2020-01-01,,0.0,0
0402291500,SG,2019-11-21,2020-11-20,0.0109,0
0402291500,SG,2020-11-21,2021-11-20,0.0087,0
0402291500,SG,2021-11-21,2022-11-20,0.0065,0
0402291500,SG,2022-11-21,2023-11-20,0.0043,0
0402291500,SG,2023-11-21,2024-11-20,0.0021,0
0402291500,SG,2024-11-21,,0.0,0
0402291900,5500,2026-05-01,2026-12-31,0.0117,1
0402291900,CO,2013-08-01,2013-12-31,0.01,0
0402291900,CO,2014-01-01,2014-12-31,0.008,0
0402291900,CO,2015-01-01,2015-12-31,0.006,0
0402291900,CO,2016-01-01,2016-11-05,0.004,0
0402291900,CO,2016-11-06,2016-12-31,0.004,0
0402291900,CO,2017-01-01,2017-12-31,0.002,0
0402291900,EC,2017-01-01,2017-12-31,0.011,0
0402291900,EC,2018-01-01,2018-12-31,0.009,0
0402291900,EC,2019-01-01,2019-12-31,0.008,0
0402291900,EC,2020-01-01,2020-12-31,0.006,0
0402291900,EC,2021-01-01,2021-12-31,0.004,0
0402291900,EC,2022-01-01,2022-12-31,0.003,0
0402291900,EC,2023-01-01,2023-12-31,0.001,0
0402291900,EC,2024-01-01,,0.0,0
0402291900,KR,2012-07-01,2013-06-30,0.00873,0
0402291900,KR,2013-07-01,2014-06-30,0.00655,0
0402291900,KR,2014-07-01,2015-06-30,0.00436,0
0402291900,KR,2015-07-01,2016-06-30,0.00218,0
0402291900,NZ,2024-05-01,,0.0026,1
0402291900,PE,2013-03-01,2013-12-31,0.011,0
0402291900,PE,2014-01-01,2014-12-31,0.009,0
0402291900,PE,2015-01-01,2015-12-31,0.008,0
0402291900,PE,2016-01-01,2016-11-05,0.006,0
0402291900,PE,2016-11-06,2016-12-31,0.006,0
0402291900,PE,2017-01-01,2017-12-31,0.004,0
0402291900,PE,2018-01-01,2018-12-31,0.003,0
0402291900,PE,2019-01-01,2019-12-31,0.001,0
0402291900,PE,2020-01-01,,0.0,0
0402291900,SG,2019-11-21,2020-11-20,0.0109,0
0402291900,SG,2020-11-21,2021-11-20,0.0087,0
0402291900,SG,2021-11-21,2022-11-20,0.0065,0
0402291900,SG,2022-11-21,2023-11-20,0.0043,0
0402291900,SG,2023-11-21,2024-11-20,0.0021,0
0402291900,SG,2024-11-21,,0.0,0
0402299100,5500,2026-05-01,2026-12-31,0.0145,1
0402299100,CO,2013-08-01,2013-12-31,0.013,0
0402299100,CO,2014-01-01,2014-12-31,0.01,0
0402299100,CO,2015-01-01,2015-12-31,0.008,0
0402299100,CO,2016-01-01,2016-11-05,0.005,0
0402299100,CO,2016-11-06,2016-12-31,0.005,0
0402299100,CO,2017-01-01,2017-12-31,0.002,0
0402299100,EC,2017-01-01,2017-12-31,0.014,0
0402299100,EC,2018-01-01,2018-12-31,0.012,0
0402299100,EC,2019-01-01,2019-12-31,0.01,0
0402299100,EC,2020-01-01,2020-12-31,0.008,0
0402299100,EC,2021-01-01,2021-12-31,0.006,0
0402299100,EC,2022-01-01,2022-12-31,0.004,0
0402299100,EC,2023-01-01,2023-12-31,0.002,0
0402299100,EC,2024-01-01,,0.0,0
0402299100,KR,2012-07-01,2013-06-30,0.0108,0
0402299100,KR,2013-07-01,2014-06-30,0.0081,0
0402299100,KR,2014-07-01,2015-06-30,0.0054,0
0402299100,KR,2015-07-01,2016-06-30,0.0027,0
0402299100,NZ,2024-05-01,,0.0032,1
0402299100,PE,2013-03-01,2013-12-31,0.014,0
0402299100,PE,2014-01-01,2014-12-31,0.012,0
0402299100,PE,2015-01-01,2015-12-31,0.01,0
0402299100,PE,2016-01-01,2016-11-05,0.008,0
0402299100,PE,2016-11-06,2016-12-31,0.008,0
0402299100,PE,2017-01-01,2017-12-31,0.006,0
0402299100,PE,2018-01-01,2018-12-31,0.004,0
0402299100,PE,2019-01-01,2019-12-31,0.002,0
0402299100,PE,2020-01-01,,0.0,0
0402299100,SG,2019-11-21,2020-11-20,0.0135,0
0402299100,SG,2020-11-21,2021-11-20,0.0108,0
0402299100,SG,2021-11-21,2022-11-20,0.0081,0
0402299100,SG,2022-11-21,2023-11-20,0.0054,0
0402299100,SG,2023-11-21,2024-11-20,0.0027,0
0402299100,SG,2024-11-21,,0.0,0
0402299900,5500,2026-05-01,2026-12-31,0.0145,1
0402299900,CO,2013-08-01,2013-12-31,0.013,0
0402299900,CO,2014-01-01,2014-12-31,0.01,0
0402299900,CO,2015-01-01,2015-12-31,0.008,0
0402299900,CO,2016-01-01,2016-11-05,0.005,0
0402299900,CO,2016-11-06,2016-12-31,0.005,0
0402299900,CO,2017-01-01,2017-12-31,0.002,0
0402299900,EC,2017-01-01,2017-12-31,0.014,0
0402299900,EC,2018-01-01,2018-12-31,0.012,0
0402299900,EC,2019-01-01,2019-12-31,0.01,0
0402299900,EC,2020-01-01,2020-12-31,0.008,0
0402299900,EC,2021-01-01,2021-12-31,0.006,0
0402299900,EC,2022-01-01,2022-12-31,0.004,0
0402299900,EC,2023-01-01,2023-12-31,0.002,0
0402299900,EC,2024-01-01,,0.0,0
0402299900,KR,2012-07-01,2013-06-30,0.0108,0
0402299900,KR,2013-07-01,2014-06-30,0.0081,0
0402299900,KR,2014-07-01,2015-06-30,0.0054,0
0402299900,KR,2015-07-01,2016-06-30,0.0027,0
0402299900,NZ,2024-05-01,,0.0032,1
0402299900,PE,2013-03-01,2013-12-31,0.014,0
0402299900,PE,2014-01-01,2014-12-31,0.012,0
0402299900,PE,2015-01-01,2015-12-31,0.01,0
0402299900,PE,2016-01-01,2016-11-05,0.008,0
0402299900,PE,2016-11-06,2016-12-31,0.008,0
0402299900,PE,2017-01-01,2017-12-31,0.006,0
0402299900,PE,2018-01-01,2018-12-31,0.004,0
0402299900,PE,2019-01-01,2019-12-31,0.002,0
0402299900,PE,2020-01-01,,0.0,0
0402299900,SG,2019-11-21,2020-11-20,0.0135,0
0402299900,SG,2020-11-21,2021-11-20,0.0108,0
0402299900,SG,2021-11-21,2022-11-20,0.0081,0
0402299900,SG,2022-11-21,2023-11-20,0.0054,0
0402299900,SG,2023-11-21,2024-11-20,0.0027,0
0402299900,SG,2024-11-21,,0.0,0
0402910000,CO,2018-01-01,,0.0,0
0402910000,PE,2013-03-01,2013-12-31,0.0,1
0402910000,PE,2014-01-01,2014-12-31,0.0,1
0402910000,PE,2015-01-01,2015-12-31,0.0,1
0402910000,PE,2016-01-01,2016-12-31,0.0,1
0402910000,PE,2017-01-01,2017-12-31,0.0,1
0402910000,PE,2018-01-01,2018-12-31,0.0,1
0402910000,PE,2019-01-01,2019-12-31,0.0,1
0402910000,PE,2020-01-01,2020-12-31,0.0,1
0402910000,PE,2021-01-01,2021-12-31,0.0,1
0402910000,PE,2022-01-01,2022-12-31,0.0,1
0402910000,PE,2023-01-01,2023-12-31,0.0,1
0402910000,PE,2024-01-01,2024-12-31,0.0,1
0402910000,PE,2025-01-01,2025-12-31,0.0,1
0402910000,PE,2026-01-01,2026-12-31,0.0,1
0402910000,UA,2014-04-25,2015-12-31,0.0,1
0402910000,UA,2016-01-01,,0.0,1
0402910000,UA,2021-01-01,2022-06-03,0.0,1
0402910000,UA,2022-06-04,,0.0,0
0402910000,UA,2023-06-06,,0.0,0
0402910000,UA,2024-06-06,2025-06-05,0.0,0
0402910000,UA,2025-06-06,2025-12-31,0.0,1
